,Soybeans,Phosphate rock,Sunflower oil,Wheat
21,564.0212306235362,303.87252815446914,955.6313731061845,227.10960325289335
22,568.8439474192375,311.88206999422897,961.4826017970557,221.09373976271945
23,568.1573893776368,308.27525954029835,964.433707401497,217.448224283159
24,568.2551272221867,309.89945751701725,965.9221168875512,215.23910116501943
25,568.241213342109,309.16805809881305,966.6728059834757,213.90040846752277
26,568.2431941107632,309.49741764525834,967.0514209573925,213.08918245498612
27,568.2429121301482,309.3491023634374,967.2423779051519,212.5975926788958
